snomed_concept_id,c,description
1759281000006108,0,
1982591000006104,0,
1119881000006105,0,
1068141000006105,0,
1092091000006102,0,
1039531000006106,0,
1090511000006102,0,
1134961000006101,0,
1070641000006107,0,
1040881000006103,0,
1012531000006108,0,
1762761000006109,0,
1095071000006109,0,
218581000,0,Adverse reaction caused by human fibrinogen (disorder)
1139171000006106,0,
1133071000006107,0,
1054031000006100,0,
1698481000006101,0,
1135311000006102,0,
1861261000006107,0,
1932371000006102,0,
1069351000006102,0,
1085931000006106,0,
1129251000006107,0,
1068541000006104,0,
1035921000006104,0,
2008101000006108,0,
1697101000006103,0,
1108851000006106,0,
1664611000006100,0,
1991591000006106,0,
2009551000006105,0,
1120921000006101,0,
1709961000006103,0,
1138961000006107,0,
1724941000006105,0,
1567161000006107,0,
1044371000006102,0,
218665003,0,Adverse reaction caused by pentobarbitone (disorder)
1881181000006108,0,
1120951000006105,0,
1094711000006103,0,
1054111000006105,0,
1578281000006102,0,
1982361000006100,0,
1052801000006108,0,
1745191000006102,0,
1016811000006101,0,
1100291000006104,0,
1041311000006109,0,
1076921000006108,0,
1115681000006108,0,
2006481000006105,0,
1058591000006102,0,
1068781000006103,0,
197753000,0,Nephropathy caused by heavy metals (disorder)
1697131000006106,0,
1070911000006102,0,
1639271000006103,0,
1036421000006103,0,
1079611000006102,0,
1578371000006109,0,
1113441000006100,0,
1077801000006107,0,
1052291000006102,0,
1035141000006109,0,
1058141000006100,0,
1133261000006108,0,
1673831000006104,0,
1022891000006102,0,
1057561000006109,0,
1114561000006103,0,
1999541000006103,0,
1639231000006101,0,
1063241000006108,0,
1022741000006104,0,
1745051000006109,0,
1630211000006102,0,
1909691000006109,0,
1744351000006105,0,
1969531000006105,0,
1127001000006109,0,
1019711000006103,0,
1047321000006106,0,
1069501000006106,0,
1017301000006108,0,
1107491000006101,0,
1698391000006108,0,
1017381000006104,0,
1663361000006107,0,
1034151000006105,0,
1604431000006109,0,
1806671000006105,0,
1771871000006107,0,
1067531000006105,0,
1017441000006102,0,
1042761000006102,0,
1141981000006109,0,
1083061000006102,0,
1751001000006109,0,
1654211000006105,0,
1780141000006108,0,
1057981000006108,0,
1024371000006100,0,
1021451000006101,0,
1056851000006106,0,
1126481000006109,0,
1012131000006104,0,
12551371000006104,0,
1091841000006108,0,
1025241000006102,0,
1113851000006100,0,
1999761000006107,0,
1128061000006109,0,
1779181000006102,0,
1045081000006103,0,
1806851000006104,0,
292280000,0,Butriptyline adverse reaction (disorder)
1061301000006102,0,
2003441000006109,0,
292251009,0,Vinblastine adverse reaction (disorder)
1121621000006102,0,
1567281000006105,0,
1136031000006101,0,
1102791000006108,0,
1109081000006104,0,
1022841000006106,0,
1041011000006107,0,
1038041000006103,0,
1125281000006102,0,
1046851000006109,0,
12607951000006100,0,
1122701000006109,0,
1017251000006101,0,
1104111000006106,0,
1069341000006104,0,
1069211000006107,0,
1710701000006108,0,
1806501000006100,0,
293353001,0,"Foods, vitamins, electrolytes inorganic salts adverse reaction (navigational concept)"
2003531000006100,0,
1890921000006100,0,
1111021000006100,0,
1890611000006102,0,
1093631000006103,0,
1111381000006103,0,
1034091000006100,0,
1125001000006100,0,
1029211000006104,0,
218697003,0,Adverse reaction caused by chlorphenesin (disorder)
1064411000006107,0,
1893441000006107,0,
1978181000006100,0,
1116531000006101,0,
1041541000006104,0,
1068301000006106,0,
292810000,0,Natamycin adverse reaction (disorder)
1071331000006102,0,
1120661000006100,0,
1840341000006104,0,
1852101000006100,0,
1079501000006101,0,
1139621000006103,0,
1011021000006105,0,
1107411000006106,0,
1915211000006102,0,
1639251000006108,0,
1125751000006103,0,
1111011000006108,0,
1031931000006103,0,
1991161000006107,0,
1070691000006103,0,
1056151000006104,0,
1726861000006107,0,
1034841000006100,0,
1602541000006108,0,
1136551000006102,0,
1123761000006100,0,
1107771000006109,0,
1710941000006108,0,
293465003,0,Ethacrynic acid adverse reaction (disorder)
1106891000006101,0,
1021971000006102,0,
1027921000006105,0,
1044411000006101,0,
1084281000006102,0,
1063161000006100,0,
1124521000006104,0,
1075851000006102,0,
1674001000006104,0,
1066281000006106,0,
1067041000006107,0,
1747601000006105,0,
1076771000006107,0,
1859111000006105,0,
1928651000006103,0,
1107711000006100,0,
1040491000006102,0,
1139681000006104,0,
1064971000006107,0,
1115551000006101,0,
1119971000006101,0,
685641000000106,0,Adverse reaction to agent affecting blood constituents NOS (disorder)
1027761000006102,0,
1928151000006109,0,
1934851000006105,0,
1970861000006101,0,
1040971000006107,0,
1039581000006107,0,
2003451000006106,0,
1048351000006103,0,
13031681000006100,0,
1915251000006101,0,
1601941000006109,0,
1686851000006107,0,
1859231000006105,0,
1110201000006109,0,
1034971000006102,0,
1106211000006107,0,
218641001,0,Adverse reaction caused by succinimide (disorder)
292335004,0,Methyprylone adverse reaction (disorder)
1673971000006107,0,
1110601000006107,0,
1015071000006108,0,
1061891000006102,0,
1042051000006102,0,
1050441000006108,0,
1107021000006106,0,
1116951000006101,0,
1133571000006103,0,
1027201000006107,0,
1028921000006106,0,
1041581000006105,0,
1566651000006102,0,
1064731000006107,0,
1629981000006109,0,
1013051000006102,0,
1083291000006102,0,
1127521000006106,0,
1686871000006102,0,
1063661000006105,0,
2014571000006101,0,
1012161000006108,0,
1111711000006106,0,
707299008,0,Phosphodiesterase-5 inhibitor not tolerated (situation)
1016991000006103,0,
1014511000006109,0,
1686951000006103,0,
1125971000006105,0,
1052021000006108,0,
1088721000006100,0,
1022721000006106,0,
1029271000006108,0,
1052221000006104,0,
1089881000006102,0,
1912401000006107,0,
1999911000006107,0,
1135081000006106,0,
1971001000006100,0,
1142351000006105,0,
1118811000006108,0,
293554006,0,Pentaerythritol tetranitrate adverse reaction (disorder)
1044391000006101,0,
1014041000006101,0,
1896911000006105,0,
1935271000006100,0,
1107341000006102,0,
1045711000006108,0,
1676061000006106,0,
1132301000006105,0,
1660661000006108,0,
13487531000006107,0,
1111781000006104,0,
1120221000006109,0,
1931201000006109,0,
1040751000006100,0,
1073311000006107,0,
1707951000006107,0,
1137661000006101,0,
1713891000006102,0,
1025481000006107,0,
1110271000006103,0,
1660831000006100,0,
1747141000006100,0,
1639241000006106,0,
1041521000006106,0,
1094881000006100,0,
1069021000006108,0,
1745781000006104,0,
1023521000006108,0,
1567181000006102,0,
1758351000006103,0,
1108471000006103,0,
1056451000006108,0,
1089381000006108,0,
1111161000006105,0,
1073901000006108,0,
1014051000006104,0,
1135691000006104,0,
1093821000006102,0,
1041281000006107,0,
1114321000006104,0,
11997971000006105,0,
1919541000006104,0,
1054011000006106,0,
1071421000006106,0,
1894511000006106,0,
1948561000006100,0,
1640381000006100,0,
1106691000006100,0,
1567391000006102,0,
1107581000006100,0,
1034141000006108,0,
1019061000006103,0,
1039691000006109,0,
1038071000006106,0,
1011631000006101,0,
1898631000006106,0,
1119471000006105,0,
1084581000006104,0,
1954021000006105,0,
218903005,0,Adverse reaction caused by reserpine (disorder)
1018521000006107,0,
1707781000006101,0,
1044651000006103,0,
1050701000006101,0,
1912411000006105,0,
1116861000006107,0,
1663331000006103,0,
1027331000006107,0,
1724551000006100,0,
1674111000006102,0,
1101661000006102,0,
1046561000006109,0,
1746751000006101,0,
1065741000006101,0,
1746741000006103,0,
1781591000006101,0,
1119631000006105,0,
1880241000006102,0,
1026401000006105,0,
1016981000006101,0,
1743491000006106,0,
1134481000006101,0,
1050801000006109,0,
1143901000006101,0,
1049931000006103,0,
1980391000006109,0,
1103191000006103,0,
11997451000006106,0,
1063361000006102,0,
1040711000006101,0,
1013901000006100,0,
1686991000006109,0,
1067191000006102,0,
1061281000006101,0,
1079171000006102,0,
848311000000107,0,Calcitonin not tolerated (situation)
1034171000006100,0,
1086711000006107,0,
1028411000006107,0,
1087611000006101,0,
1011421000006102,0,
1040511000006108,0,
1087281000006106,0,
1779441000006103,0,
1932821000006106,0,
1069461000006106,0,
1052651000006106,0,
1115181000006103,0,
1745061000006106,0,
1056551000006109,0,
1029051000006107,0,
1073451000006101,0,
1076841000006106,0,
1053581000006106,0,
1081931000006109,0,
1111701000006108,0,
1909051000006105,0,
1119921000006102,0,
1857441000006105,0,
1086831000006109,0,
1088211000006103,0,
1109741000006108,0,
1817541000006102,0,
1049231000006107,0,
1139781000006105,0,
1104351000006105,0,
1116571000006103,0,
1123561000006108,0,
1780551000006100,0,
1747021000006106,0,
1110931000006105,0,
1687241000006109,0,
1099331000006106,0,
1068431000006105,0,
1023701000006109,0,
1112721000006109,0,
1073041000006109,0,
1054291000006109,0,
1048591000006100,0,
1055541000006104,0,
1714211000006105,0,
1121951000006103,0,
1063221000006101,0,
1070511000006107,0,
1621721000006109,0,
292472009,0,Distigmine adverse reaction (disorder)
1120481000006107,0,
218916005,0,Adverse reaction caused by capillary-active drug (disorder)
1630971000006101,0,
1029601000006104,0,
1097661000006102,0,
1067681000006105,0,
1780521000006109,0,
12762721000006103,0,
11997251000006105,0,
1027751000006104,0,
1909031000006103,0,
1110921000006107,0,
1759301000006107,0,
1048321000006107,0,
1016591000006108,0,
1124301000006104,0,
1044571000006109,0,
1064591000006103,0,
1128571000006106,0,
1106801000006108,0,
1103001000006106,0,
1567721000006100,0,
1069851000006107,0,
11997961000006103,0,
1039071000006100,0,
1088971000006102,0,
1126911000006106,0,
1771951000006106,0,
1107161000006101,0,
1053071000006104,0,
1751021000006104,0,
1054521000006105,0,
1092141000006105,0,
1010171000006100,0,
1673891000006100,0,
1118491000006100,0,
1023811000006103,0,
1050041000006102,0,
1035701000006106,0,
1023801000006101,0,
1887911000006108,0,
1014321000006106,0,
1038611000006107,0,
1052261000006105,0,
1066041000006105,0,
1120701000006108,0,
1014331000006109,0,
1135181000006107,0,
1135611000006109,0,
1630671000006108,0,
1059751000006109,0,
1878151000006101,0,
1112511000006108,0,
1059261000006100,0,
1051651000006103,0,
2019391000006105,0,
1077571000006104,0,
1107101000006102,0,
1125641000006106,0,
1823171000006100,0,
1061901000006103,0,
1013061000006100,0,
1116651000006109,0,
1019071000006105,0,
1051751000006108,0,
1142701000006107,0,
1641301000006103,0,
1105581000006106,0,
1111951000006105,0,
1121111000006101,0,
1024701000006107,0,
1888111000006105,0,
1035671000006105,0,
1047211000006107,0,
1724831000006105,0,
1686791000006107,0,
1068851000006100,0,
1051031000006103,0,
1133801000006106,0,
1909171000006104,0,
1096421000006108,0,
1964131000006102,0,
448690007,0,Allergy to phosphodiesterase 5 inhibitor (finding)
1094321000006107,0,
1083071000006109,0,
1012671000006105,0,
1111481000006107,0,
1757421000006100,0,
1025421000006108,0,
292801008,0,Flucytosine adverse reaction (disorder)
2016341000006109,0,
1030481000006101,0,
1630801000006101,0,
1077381000006109,0,
1711811000006106,0,
1098261000006104,0,
1878271000006104,0,
1111901000006106,0,
1067751000006107,0,
1017961000006108,0,
1101191000006104,0,
292296002,0,Isocarboxazid adverse reaction (disorder)
1014431000006102,0,
1134051000006104,0,
1072831000006102,0,
11990601000006108,0,
1075471000006105,0,
1021931000006100,0,
1036111000006104,0,
218361000,0,Adverse reaction caused by arsenical anti-infective (disorder)
1817621000006108,0,
1069771000006106,0,
2016091000006103,0,
1123131000006108,0,
1088361000006105,0,
1080181000006104,0,
1043511000006102,0,
1920241000006100,0,
1105501000006102,0,
1064101000006103,0,
1104701000006107,0,
1067431000006106,0,
1056021000006107,0,
1041561000006100,0,
1012421000006106,0,
1047061000006102,0,
1969211000006101,0,
1038321000006108,0,
1578271000006100,0,
1083531000006103,0,
1090671000006105,0,
1076391000006109,0,
1912391000006105,0,
1044451000006100,0,
1135281000006104,0,
1030001000006103,0,
1068961000006106,0,
1012231000006105,0,
200069001,0,Toxic reaction caused by local anesthesia during pregnancy (disorder)
1074511000006104,0,
1052511000006109,0,
292411008,0,Pemoline adverse reaction (disorder)
1076601000006108,0,
1114781000006101,0,
1017061000006107,0,
1043281000006106,0,
1928681000006106,0,
1081161000006102,0,
1067511000006104,0,
1674721000006106,0,
1046751000006103,0,
1710761000006109,0,
1107801000006106,0,
2016051000006109,0,
1781311000006100,0,
1930821000006105,0,
1787971000006101,0,
1112411000006107,0,
1686811000006106,0,
1040741000006102,0,
1749131000006104,0,
1017081000006102,0,
1130641000006101,0,
1567781000006101,0,
1030061000006102,0,
1012201000006102,0,
1141451000006107,0,
1029551000006101,0,
1049101000006109,0,
1065311000006101,0,
1020741000006100,0,
1013571000006103,0,
1061491000006104,0,
1724901000006108,0,
1123891000006102,0,
1123571000006101,0,
1124871000006100,0,
1764121000006106,0,
1022201000006105,0,
1143831000006104,0,
1044531000006106,0,
1120071000006104,0,
1120821000006105,0,
1020931000006107,0,
1124801000006106,0,
1699351000006105,0,
1026341000006104,0,
1031411000006100,0,
1051171000006104,0,
1032061000006101,0,
1630171000006104,0,
1051071000006100,0,
1056011000006104,0,
1927951000006107,0,
292209002,0,Mustine adverse reaction (disorder)
1043481000006105,0,
1073061000006108,0,
1091391000006106,0,
1121921000006107,0,
712950002,0,Adverse reaction to glutethimide (disorder)
1099971000006105,0,
1113091000006102,0,
1072841000006107,0,
1075631000006105,0,
1957241000006100,0,
1133871000006100,0,
1880161000006105,0,
1133321000006109,0,
1066201000006102,0,
1898241000006104,0,
1026671000006101,0,
1119861000006100,0,
1993041000006108,0,
1111271000006105,0,
1639761000006104,0,
1138711000006106,0,
1803851000006109,0,
1107331000006107,0,
1850651000006108,0,
1073081000006103,0,
1749181000006103,0,
293493004,0,Dichlorphenamide adverse reaction (disorder)
1896311000006106,0,
1108641000006108,0,
1745491000006105,0,
1090571000006106,0,
2008321000006101,0,
1051611000006104,0,
1138001000006105,0,
1114771000006104,0,
1067311000006105,0,
1567441000006103,0,
1024501000006101,0,
1097961000006109,0,
1127781000006103,0,
1134221000006104,0,
1137241000006103,0,
1049311000006105,0,
1028761000006103,0,
1088571000006105,0,
1660821000006103,0,
1043851000006104,0,
1038481000006103,0,
1055661000006104,0,
1763971000006108,0,
1047031000006106,0,
1566671000006107,0,
218952009,0,Adverse reaction caused by papain (disorder)
1073871000006108,0,
1092601000006100,0,
1115241000006100,0,
1849371000006102,0,
1064641000006108,0,
1114481000006109,0,
1089991000006107,0,
1059311000006107,0,
1049141000006106,0,
1758151000006101,0,
1039561000006102,0,
1104121000006103,0,
1017681000006106,0,
1102071000006105,0,
2003331000006106,0,
1138461000006102,0,
1076001000006104,0,
1024101000006108,0,
1026001000006103,0,
1745041000006107,0,
1140611000006101,0,
1141841000006108,0,
1758251000006109,0,
1053251000006100,0,
1709861000006106,0,
1046841000006107,0,
1080261000006102,0,
1123371000006108,0,
1118611000006107,0,
1106711000006102,0,
1077911000006103,0,
1037901000006103,0,
1046921000006109,0,
13489061000006104,0,
1082261000006103,0,
1073621000006108,0,
1110141000006102,0,
2002531000006107,0,
1072641000006106,0,
1859051000006107,0,
1054881000006107,0,
1063921000006109,0,
1139661000006109,0,
1091851000006105,0,
1982261000006105,0,
1037981000006107,0,
1772361000006100,0,
1067631000006109,0,
1139531000006104,0,
292914008,0,Bephenium adverse reaction (disorder)
1015981000006105,0,
1070541000006106,0,
1881451000006109,0,
1044001000006106,0,
1772271000006103,0,
1035481000006105,0,
1020881000006101,0,
1058221000006102,0,
1052591000006104,0,
1757371000006107,0,
1046141000006104,0,
1037781000006105,0,
1711821000006103,0,
1123361000006101,0,
1059341000006106,0,
1664511000006101,0,
1852441000006108,0,
1747421000006103,0,
1128561000006104,0,
1098451000006100,0,
1088961000006109,0,
1063611000006107,0,
1065131000006105,0,
1838461000006109,0,
1020981000006108,0,
1132611000006101,0,
1780631000006106,0,
1040321000006105,0,
1132571000006106,0,
1111811000006102,0,
1747301000006104,0,
1750981000006105,0,
1140071000006102,0,
292217005,0,Dactinomycin adverse reaction (disorder)
1030801000006108,0,
1086371000006102,0,
1567841000006100,0,
1050901000006103,0,
1119311000006106,0,
1771961000006108,0,
1567501000006104,0,
1059351000006108,0,
1119741000006106,0,
1920261000006101,0,
1048231000006102,0,
1015101000006103,0,
1037891000006102,0,
1076141000006103,0,
1081341000006103,0,
1579121000006100,0,
1875151000006105,0,
292342004,0,Quinalbarbitone adverse reaction (disorder)
1074771000006102,0,
1948281000006107,0,
1011941000006102,0,
1091361000006103,0,
1129191000006105,0,
1078401000006105,0,
1087561000006104,0,
1756751000006103,0,
1660721000006105,0,
